ID_number,Country,State,Parish,Area_sampled,Latitude,Longitude,Trap_type,Date_set_out,Date_picked_up,Site_number,Order,Family,Genus,Specific_epithet,Sex,Collectors,Identified_by,Verified_by,Notes
10260495,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,22,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260496,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,22,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260497,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,28,Hymenoptera,Apidae,Xylocopa,virginica,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260498,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,28,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260499,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,28,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260500,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,28,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260501,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,28,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260502,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,38,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260503,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,38,Hymenoptera,Apidae,Bombus,griseocollis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260504,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,38,Hymenoptera,Apidae,Bombus,impatiens,,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260505,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260506,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260507,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260508,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Xylocopa,virginica,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260509,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Xylocopa,virginica,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260510,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Bombus,griseocollis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260511,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,12,Hymenoptera,Apidae,Bombus,pensylvanicus,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260512,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,17,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260513,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,17,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260514,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,17,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260515,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260516,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260517,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260518,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Megachilidae,Megachile,albitarsis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260519,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260520,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260521,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,43,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260522,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,1-Nov-2019,8-Nov-2019,43,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260523,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Apidae,Xylocopa,virginica,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260524,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260525,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260526,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260527,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Halictidae,Lasioglossum,callidum,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260528,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Halictidae,Halictus,ligatus/poeyi,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260529,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,2,Hymenoptera,Andrenidae,Andrena,asteroides,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260530,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260531,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260533,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260534,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260535,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260536,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Halictidae,Lasioglossum,timothyi,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,might not be Lasioglossum
10260537,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Halictidae,Lasioglossum,12,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Stuck on Gibbs key 91
10260538,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,26,Hymenoptera,Halictidae,Lasioglossum,coreopsis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260539,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,41,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260540,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,5,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260541,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,5,Hymenoptera,Halictidae,Lasioglossum,hemimelas,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Unsure of ID
10260542,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260543,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260544,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260545,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260546,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Apidae,Melissodes,tinctus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,specimen not in great condition bc of PG; may be incorrect ID
10260547,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Halictidae,Lasioglossum,perpunctatum,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260548,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,6,Hymenoptera,Halictidae,Lasioglossum,raleighense,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,might not be Lasioglossum
10260549,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260550,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260551,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260552,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Halictidae,Lasioglossum,11,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Stuck on Gibbs key 91
10260553,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Halictidae,Lasioglossum,5,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260554,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Halictidae,Lasioglossum,perpunctatum,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260555,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,23,Hymenoptera,Halictidae,Lasioglossum,platyparium,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,parasitic bee?
10260556,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,22,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260557,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,28,Hymenoptera,Apidae,Ceratina,strenua,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260558,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,28,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260559,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,28,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260561,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,28,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260562,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,28,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260563,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,38,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260564,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,38,Hymenoptera,Halictidae,Augochloropsis,metallica,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Tribe Augochlorini
10260565,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,38,Hymenoptera,Apidae,Melissodes,druriellus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260566,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260567,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260568,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260569,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260570,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260571,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260572,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Andrenidae,Andrena,fulvipennis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260573,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,12,Hymenoptera,Halictidae,Lasioglossum,lineatulum,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260574,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Bombus,griseocollis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260575,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260576,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260577,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260578,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260579,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Halictidae,Lasioglossum,disparile,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260580,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260581,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,17,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260582,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260583,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260585,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260586,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260587,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260588,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260589,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260591,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260593,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,27,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260594,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,43,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260595,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,43,Hymenoptera,Apidae,Melissodes,dentiventris,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260596,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,43,Hymenoptera,Apidae,Melissodes,,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,missing specimen
10260597,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,15-Nov-2019,22-Nov-2019,43,Hymenoptera,Apidae,Melissodes,bidentis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Tribe Eucerini
10260600,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,2-Dec-2019,9-Dec-2019,2,Hymenoptera,Apidae,Bombus,impatiens,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Queen
10260601,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,2-Dec-2019,9-Dec-2019,2,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260602,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,2-Dec-2019,9-Dec-2019,2,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260603,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,2-Dec-2019,9-Dec-2019,2,Hymenoptera,Apidae,Bombus,impatiens,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
