ID_number,Country,State,Parish,Area_sampled,Latitude,Longitude,Trap_type,Date_set_out,Date_picked_up,Site_number,Order,Family,Genus,Specific_epithet,Sex,Collectors,Identified_by,Verified_by,Notes
10260001,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260002,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260003,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260004,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260005,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260006,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Halictidae,Halictus,ligatus/poeyi,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260007,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260008,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Bombus,griseocollis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260009,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260010,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260011,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260012,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260013,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260014,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260015,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260016,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260017,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260018,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260019,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260020,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260021,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260022,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260023,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260024,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260025,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260026,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260027,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Halictidae,Halictus,ligatus/poeyi,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260028,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260029,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260030,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260031,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260032,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260033,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,tepaneca,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260034,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260035,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260036,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260037,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260038,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260039,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260040,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260041,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260042,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260043,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260044,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260045,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260046,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260047,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260048,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,tepaneca,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260049,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260050,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260051,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Halictidae,Halictus,ligatus/poeyi,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260052,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260053,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260054,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260055,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260056,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Halictidae,Halictus,rubicundus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260057,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,2,Hymenoptera,Apidae,Melissodes,tepaneca,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260058,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260059,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260060,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260061,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260062,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260063,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260064,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260065,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260066,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260067,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260068,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260069,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260070,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,tepaneca,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260071,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260072,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260073,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260074,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260075,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260076,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260077,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260078,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260079,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260080,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260081,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260082,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,agilis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260083,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260084,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260085,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,26,Hymenoptera,Halictidae,Lasioglossum,2,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Stuck at Gibbs key break 84
10260086,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260087,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Bombus,pensylvanicus,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260088,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Halictidae,Lasioglossum,1,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,Stuck at Gibbs key break 75
10260089,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Halictidae,Lasioglossum,sp.,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,head missing; unable to go further in the key due to missing procoxa
10260090,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260091,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,tepaneca,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260092,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260093,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260094,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Bombus,bimaculatus,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260095,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260096,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,trinodis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260097,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260098,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,communis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260099,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260100,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260101,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,39,Hymenoptera,Apidae,Melissodes,bimaculata,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260102,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,41,Hymenoptera,Apidae,Ptilothrix ,bombiformis,F,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
10260103,USA,Louisiana,Tangipahoa,Sandy Hollow WMA N,"30°50'05""N","90°24'24""W",Blue vane trap,25-Jun-2019,28-Jun-2019,41,Hymenoptera,Apidae,Ceratina,dupla,M,E. H. Pigott; J. L. Bossart,E. H. Pigott,,
