ID,Date,Location,TrapType,Species,Stage,Mass,SVL
2832,10/4/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,20,52.5
2833,10/4/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,17,51.9
2846,10/11/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,17,51.9
2845,10/11/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,13,46.2
2907,10/18/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,12,45.7
2906,10/18/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,15.5,54.6
2908,10/23/2007,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,11,47.5
3139,6/15/2008,MSU_Ag Site,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,15,66.5
2,6/10/2005,MSU_Ag Site,Dip Net,Northern Chorus Frog,Not Tadpole/Larvae,,
17,8/27/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,
19,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,31.4
20,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
21,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.6,17.7
22,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25
23,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.3
24,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21
25,9/7/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.4
37,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24
38,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
39,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,18.8
40,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.6,23.5
41,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.6
42,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,21.4
43,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.6,19.5
44,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,25.5
45,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.2
46,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.1
47,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,18.2
48,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.8
49,9/8/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.5
52,9/13/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,26.5
54,9/13/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.9
55,9/13/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,26.2
56,9/13/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,24.2
57,9/13/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.4,29.1
61,9/19/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,28
62,9/19/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,27.5
63,9/19/2005,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.7
68,4/5/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.4,25.1
76,4/5/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.7,23.5
80,4/5/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,23.7
81,4/5/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.3,24.9
82,4/6/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.8,27.5
83,4/6/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.7,25.3
86,4/6/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,28.4
87,4/6/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.9,27.3
89,4/6/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.7,24
96,4/10/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1,26.1
94,4/10/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,2.3,28.3
95,4/10/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,22
100,4/10/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,23.1
108,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,25.4
109,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,23.9
110,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,25.2
111,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.6,26.1
112,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.3,25.3
113,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.4,24.6
114,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.7,27.5
115,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.8
116,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,25.1
117,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,26.6
118,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,22.4
119,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.3,24.4
120,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,24.6
121,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.8
125,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1,25.4
126,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,24.3
127,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.4,25.7
128,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.3,27.6
131,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,21.6
132,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1,23.4
133,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,24.5
134,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.2
135,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,22.7
136,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.9,26.6
137,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.7,29
138,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.2,25.2
139,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,33.8
140,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,24.5
141,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.8
144,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,25.1
145,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.8,22.3
146,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.9,23.6
147,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,25.5
148,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,26
149,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.3,24.1
150,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,0.7,21.2
154,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.1,26.6
155,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,27.2
161,4/11/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,1.5,25.5
182,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.4
166,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.7
167,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.5
168,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.5
169,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.5
170,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.7
171,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27
172,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.1
173,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.1
174,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.2
176,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.5
177,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.4
178,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.3
179,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
180,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.4
183,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.4
184,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.9
185,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26
186,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28
187,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.7
188,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.9
189,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.9
190,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.8
191,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.2
192,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.1
193,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.3
194,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.1
195,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,29.1
196,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.3
197,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.6
198,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.8
199,4/12/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21
204,4/13/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28
206,4/13/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.4
223,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.6
207,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.8
208,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.2
209,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.5
210,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.5
211,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
212,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
213,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
214,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.1
215,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.6
216,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.6
217,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.6
218,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
219,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.9
220,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.5
221,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.2
227,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.4
228,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.5
231,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27
232,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.1
233,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.1
234,4/13/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.2
248,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.6
238,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.3
239,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.3
240,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.6
241,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
242,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.5
243,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
244,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26
245,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
246,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.4
247,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26
249,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27
250,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.2
251,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.8
252,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
253,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,29.5
254,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
255,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.5
256,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.1
257,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,6,37.5
258,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.1
259,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.6
260,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
261,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.6
262,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.4
263,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.7
264,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.7
265,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.8
266,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.2
267,4/14/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.9
271,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25
272,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,
273,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.1
274,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.6
275,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
276,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.5
277,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
278,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.1
279,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
280,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,21.9
281,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
282,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,29.1
283,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.2
284,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.7
285,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.5
286,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,29.4
287,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26
288,4/15/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.5
290,4/16/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,29.8
291,4/16/2006,MSU_Ag Site,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.4
308,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.7
316,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23
328,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.1
336,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.6
292,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.6
293,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.7
294,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.3
295,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25
296,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
297,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
298,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.9
299,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.9
300,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.2
301,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,
302,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.9
303,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24
304,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.1
305,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.1
309,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24
311,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.1
312,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.4
313,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.1
314,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.7
315,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.8
317,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.6
318,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.5
319,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.1
321,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.3
322,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.1
323,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.8
324,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.3
325,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23
327,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.7
329,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.2
330,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.5
331,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.8
335,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.6
337,4/16/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.9
340,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.4
345,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.1
346,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.6
347,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25
353,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.7
354,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.5
357,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.3
358,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,18.8
338,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.6
339,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,22.4
343,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.4
344,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.4
350,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.3
351,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.5
352,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26
355,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25.9
356,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,28.5
359,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.8
360,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,18.9
361,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,23.9
362,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,27.8
363,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24
364,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.3
365,4/17/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,20.4
380,4/18/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,26.2
381,4/18/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,24.5
372,4/18/2006,MSU_Simcoe,Bucket,Northern Chorus Frog,Not Tadpole/Larvae,,25
