specimen,population,HdLngth/SVL,HdWdth/SVL,HdDpth/SVL,EyeNost/SVL,Gape/SVL,TrunkLgth/SVL,TrunkWdth/SVL,3rdtoehind/SVL
42121,CS,0.6325050887107444,0.5104953504879863,0.3701596233211098,0.2844260426944088,0.5222858035697642,0.8689042426611563,0.5198098495877282,0.2081196529818436
42122,CS,0.6220603905044116,0.5283925580535622,0.3524605536479108,0.2709143683979262,0.5178875949385295,0.8646885773515506,0.47819467869074594,0.14037722561625396
42123,CS,0.6310850981134871,0.5360453023828408,0.40821346858715857,0.3012036957178815,0.5213445400301228,0.8733092961007747,0.5204082371888125,0.24804671543848064
42124,CS,0.616349458591648,0.5107095586443589,0.34241519980249396,0.26053389877764094,0.5061892453672538,0.8628133978629217,0.44261363360510503,0.21298621350247282
42125,CS,0.6267459927592282,0.5127307476865226,0.36597388103499273,0.30103339911173616,0.5071159957626762,0.8592792252240236,0.4811381173604438,0.20349910486357217
42126,CS,0.6168426622215918,0.5274348675679393,0.3754812925522633,0.2887741402795684,0.5080519738473118,0.877628187115847,0.5026723121151987,0.24520583971503768
42127,CS,0.6149878918390237,0.5213993424788845,0.36830473004165526,0.27233519303547576,0.5038819287493387,0.8759607830164065,0.4798816083089263,0.2016707888966246
42128,CS,0.6039648645949812,0.4887434680190377,0.3308508035459866,0.2769710673529289,0.47864390007963437,0.8764923043161751,0.46463580950324124,0.18488246508645756
42129,CS,0.605686265704473,0.499845739697113,0.3340299182757029,0.24480027885094194,0.47547989363698157,0.8658460626840481,0.47051697070608306,0.19128362882737726
42130,CS,0.6104959286144788,0.49164566246010044,0.31006958888353175,0.24885295019701886,0.4901488588511261,0.8424502696308659,0.43936654324484875,0.20399325119396866
42131,CS,0.6131520454643764,0.5122258936231932,0.3203008517470779,0.2519309960629964,0.5000739114831356,0.8575612206442086,0.4487863957942582,0.16364916904995286
42132,CS,0.6280940217699224,0.5139032049058838,0.36035949664211314,0.24140616416071536,0.5052802563507955,0.863341385284642,0.47670463309344463,0.17099223845451475
42133,CS,0.6082741353275818,0.4969636325184453,0.3267953628393444,0.2662666980304606,0.4910825762745179,0.8580266442053517,0.4309879968342298,0.18717522278067805
42138,CS,0.6103618562840808,0.5196933038799458,0.3349093300713596,0.3055917492593603,0.5047467765420806,0.8630285156970599,0.4734411904630688,0.17587354858880053
42139,CS,0.6052010728923184,0.5107435889494105,0.32996355076844747,0.32763688064088586,0.5001750230710977,0.860368135492698,0.43453843726090186,0.1540926840488782
42140,CS,0.6154326603085868,0.5219749055860134,0.35065193470496636,0.26665211022128604,0.49805435746246024,0.8607715665392615,0.4487148869460695,0.18317231942731108
42141,CS,0.6168493192647343,0.5119972733671263,0.3474369650044512,0.2845897727897837,0.4960264235462944,0.8715114573051488,0.46116382262072647,0.09506505442983719
42144,CS,0.6138188755023531,0.5175653598712109,0.3635498429896686,0.3058092488598368,0.49822828041844025,0.8513118739296639,0.4829388507487675,0.15697586484629858
42145,CS,0.6280323014749762,0.5301600943432637,0.3626694448432445,0.2840588949475853,0.5133997678477902,0.8610247539765398,0.4663372609104299,0.2251324426124406
42148,CS,0.6054987994482894,0.5000001872698829,0.3107998733080637,0.29266150175182803,0.4748814598838226,0.875674142876863,0.4841910707955127,0.23868326894162933
42149,CS,0.6150540253891881,0.5203296001952131,0.3532466515593511,0.2525441620145426,0.5021458055932025,0.8663221387018063,0.45166719631482793,0.23550495125135512
42151,CS,0.6160902525364499,0.4949578934704459,0.35486702276928156,0.2682347630646102,0.4846855300431462,0.8614539774933699,0.469111658845958,0.18605664393540958
