specimen,population,SVL,HdLngth,HdWdth,HdDpth,EyeNost,Gape,TrunkLgth,TrunkWdth,3rdtoehind,site,elevation,long.deg,long.mins,lat.deg,lat.mins
42265,"NA",79.53,15.67,10.45,4.89,4.05,9.695,43.97,7.855,3.105,wayah gap,4000,83,35,35,9
42266,"NA",72.71,15.94,9.155,4.855,4.755,9.565,39.37,8.105,2.77,wayah gap,4000,83,35,35,9
42267,"NA",72.175,15.335,9.66,5.12,4.54,9.27,41.495,7.435,2.75,wayah gap,4000,83,35,35,9
42268,"NA",65.52,14.085,8.48,4.955,3.44,8.3,35.735,6.955,2.675,wayah gap,4000,83,35,35,9
42275,"NA",66.095,14.56,8.62,4.19,3.75,7.435,38.455,6.875,1.62,wayah bald,5200,83,34,35,11
42277,"NA",68.87,13.9,8.775,4.7,3.5,8.16,38.99,6.28,3.325,wayah bald,5200,83,34,35,11
42278,"NA",79.11,16.365,10.37,5.745,4.57,9.6,43.79,9.38,3.445,wayah bald,5200,83,34,35,11
42280,"NA",74.705,15.98,10.13,4.86,4.01,9.71,41.99,7.945,2.985,wayah bald,5200,83,34,35,11
42282,"NA",96.2,18.79,11.945,7.775,5.035,11.765,55.37,10.315,3.725,wayah bald,5200,83,34,35,11
42292,"NA",64.84,15.015,9.62,4.96,3.42,8.295,33.69,7.035,2.205,rattlesnake spr.,5200,83,35,35,10
42298,"NA",72.15,14.98,8.675,4.02,2.98,9.07,40.3,6.47,1.695,rattlesnake spr.,5200,83,35,35,10
42299,"NA",73.335,15.225,10.33,4.83,3.4,10.26,39.115,8.79,2.235,rattlesnake spr.,5200,83,35,35,10
42300,"NA",79.775,16.235,10.165,5.295,4.185,10.13,43.275,9.09,2.295,rattlesnake spr.,5200,83,35,35,10
42301,"NA",77.52,15.51,10.535,5.505,4.38,9.585,41.21,8.685,2.48,rattlesnake spr.,5200,83,35,35,10
42303,"NA",71.915,14.7,9.005,4.25,3.67,8.73,41.52,6.875,2.86,rattlesnake spr.,5200,83,35,35,10
42305,"NA",70.79,13.96,7.89,4.935,3.92,8.975,39.95,7.68,3.395,wayah bald,5200,83,34,35,11
42306,"NA",76.56,15.89,9.935,5.215,4.105,8.465,43.055,7.345,2.93,wayah bald,5200,83,34,35,11
42307,"NA",74.485,15.415,9.85,5.19,3.885,9.845,42.47,8.36,3.135,wayah bald,5200,83,34,35,11
42308,"NA",77.12,15.72,10.13,5.22,4.24,9.055,43.77,7.63,3.125,wayah bald,5200,83,34,35,11
42309,"NA",69.52,14.71,9.395,5.32,3.62,8.605,38.23,7.54,2.6,wayah bald,5200,83,34,35,11
42310,"NA",88.675,18.115,12.14,5.71,4.065,11.19,51.245,8.65,2.74,wayah bald,5200,83,34,35,11
42311,"NA",75.66,15.865,10.505,5.73,3.975,9.335,41.23,9.285,2.6,wayah bald,5200,83,34,35,11
42312,"NA",84.39,16.83,10.515,5.515,4.465,10.565,48.08,9.785,3.29,wayah bald,5200,83,34,35,11
42313,"NA",89.395,17.815,11.355,6.265,3.935,11.08,51.605,9.125,3.17,wayah bald,5200,83,34,35,11
42315,"NA",98.75,18.615,13.015,7.185,4.635,11.74,57.54,11.955,3.18,wayah bald,5200,83,34,35,11
42316,"NA",77.03,15.305,9.57,4.715,3.805,9.79,42.8,6.92,3.21,wayah bald,5200,83,34,35,11
42317,"NA",77.255,15.835,10.84,5.185,3.71,10.415,43.665,8.255,2.46,wayah bald,5200,83,34,35,11
42318,"NA",80.26,15.84,10.58,5.935,3.825,10.17,44.08,9.12,2.92,wayah bald,5200,83,34,35,11
42320,"NA",78.595,16.07,10.245,5.415,4.31,9.575,43.415,7.63,3.15,wayah gap,4000,83,35,35,9
42322,"NA",103.53,19.9,12.815,6.02,5.225,11.505,58.29,9.83,3.395,wayah gap,4000,83,35,35,9
42323,"NA",88.565,18.04,11.41,5.76,4.325,10.865,52.14,9.225,4.195,wayah gap,4000,83,35,35,9
42324,"NA",99.855,19.79,12.835,6.84,4.36,11.91,57.15,10.355,3.45,wayah gap,4000,83,35,35,9
42326,"NA",65.54,13.815,8.85,4.51,3.01,8.465,35.46,7.405,1.69,wilson lick,4000,83,35,35,9
42350,"NA",90.98,18.165,9.59,6.58,4.59,10.63,51.175,9.2,3.705,wayah bald,5200,83,34,35,11
42351,"NA",94.215,18.63,12.375,5.785,4.94,11.275,55.65,9.69,3.44,wayah bald,5200,83,34,35,11
42353,"NA",82.865,16.125,10.75,5.465,4.44,10.075,46.595,8.24,3.215,wayah bald,5200,83,34,35,11
42354,"NA",80.525,16,10.74,5.485,4.13,10.45,46.67,8.18,3.21,rattlesnake spr.,5200,83,35,35,10
42356,"NA",65.245,13.545,8.69,4.9,3.465,7.495,36.73,6.665,2.545,rattlesnake spr.,5200,83,35,35,10
42358,"NA",90.585,17.205,10.675,5.085,4.74,10.18,53.235,8.77,3.47,standing indian,3600,83,32,35,4
42359,"NA",68.84,15.455,9.82,4.855,3.4,9.32,41.27,7.715,2.61,standing indian,3600,83,32,35,4
42360,"NA",72.145,14.845,9.735,4.85,4.14,9.065,37.64,7.185,2.47,standing indian,3600,83,32,35,4
42361,"NA",72.01,15.18,10.35,4.89,4.1,9.155,40.935,7.44,3.89,wayah gap,4000,83,35,35,9
42362,"NA",75.9,15.955,10.69,5.585,4.175,9.755,41.795,9,3.07,wayah valley,difficult to figure out where this locality is,NA,NA,NA,NA
42366,"NA",68.725,14.47,9.775,5.29,3.93,8.88,38.17,8.17,3.315,wayah crest campground,4000,83,35,35,9
42367,"NA",67.925,15.07,9.82,5.085,3.465,9.41,37.71,6.98,2.505,rattlesnake spr.,5200,83,35,35,10
42396,"NA",95.28,18.795,12.185,5.83,3.965,11.46,56.645,8.625,3.555,wayah bald,5200,83,34,35,11
42397,"NA",91.23,18.895,12.675,5.56,4.67,11.845,54.82,8.605,3.265,wayah bald,5200,83,34,35,11
42400,"NA",72.145,15.6,10.8,4.48,3.305,9.94,42.785,7.89,2.38,robin branch,5200,83,35,35,10
42401,"NA",77.305,17.54,10.275,4.935,3.725,10,44.2,7.94,2.585,robin branch,5200,83,35,35,10
42402,"NA",94.88,18.79,13.125,5.615,4.565,12.305,55.985,9.63,3.545,robin branch,5200,83,35,35,10
42406,"NA",95.98,19.155,13.16,6.33,5.375,12.575,53.56,9.825,2.47,wayah bald,5200,83,34,35,11
42407,"NA",103.02,20.065,13.645,5.995,4.415,13.24,62.25,9.675,3.215,wayah bald,5200,83,34,35,11
42408,"NA",85.085,17.07,10.955,5.19,3.91,10.49,49.015,9.125,2.8,wayah bald,5200,83,34,35,11
42409,"NA",77.195,16.415,10.905,4.92,4.08,10.5,44.17,8.65,2.505,wayah bald,5200,83,34,35,11
42410,"NA",74.565,15.05,9.885,4.11,3.51,9.485,41.815,6.295,2,wayah bald,5200,83,34,35,11
42412,"NA",74.475,15.085,10.055,4.555,3.45,9.545,43.465,7.23,2.45,wayah bald,5200,83,34,35,11
42414,"NA",82.11,16.865,11.66,5.39,4.045,11.13,46.53,9.28,3.23,wayah bald,5200,83,34,35,11
42415,"NA",87.72,17.215,11.69,5.3,4.08,11.495,51.535,9.265,2.67,wayah bald,5200,83,34,35,11
42416,"NA",81.68,16.955,11.29,4.625,3.91,10.95,46.99,8.3,3.135,wayah bald,5200,83,34,35,11
42417,"NA",73.425,14.05,9.865,4.755,3.79,9.625,42.93,7.125,2.345,wayah bald,5200,83,34,35,11
42418,"NA",98.365,19.615,13.35,5.595,4.64,12.885,55.265,9.285,3.475,wayah bald,5200,83,34,35,11
42419,"NA",70.515,14.775,9.585,4.595,3.33,9.145,41.31,7.165,2.3,wayah bald,5200,83,34,35,11
42420,"NA",77.635,15.965,11.175,4.94,4.23,10.16,42.275,8.38,2.46,wayah bald,5200,83,34,35,11
42421,"NA",75.535,16.575,10.15,4.515,3.82,9.875,43.535,6.695,2.77,wayah bald,5200,83,34,35,11
42423,"NA",88.765,18.425,12.055,5.3,4.085,10.785,51.85,9.01,3.09,wayah bald,5200,83,34,35,11
42424,"NA",86.62,18,12.405,5.675,4.82,11.82,49.36,8.935,3.06,wayah bald,5200,83,34,35,11
42426,"NA",65.155,14.68,10.03,4.72,3.83,9.27,37.06,7.055,2.135,wayah bald,5200,83,34,35,11
42429,"NA",67.745,14.76,10.105,4.54,3.42,9.855,37.8,8.22,2.5,wayah bald,5200,83,34,35,11
42430,"NA",70.745,15.76,10.41,4.155,3.76,9.605,39.87,6.995,2.195,wayah bald,5200,83,34,35,11
42431,"NA",76.16,15.01,10.8,5.02,3.565,10.225,43.095,8.405,2.845,wayah bald,5200,83,34,35,11
42432,"NA",79.16,17.08,10.855,4.795,4.075,10.43,44.64,8.405,3.05,wayah bald,5200,83,34,35,11
42433,"NA",89.04,18.605,12.59,5.73,4.4,11.84,50.91,10.185,3.125,wayah bald,5200,83,34,35,11
42434,"NA",100.995,19.72,13.66,7.24,5.2,13.015,58.84,11.38,3.48,wayah bald,5200,83,34,35,11
42435,"NA",98.93,20.275,13.62,6.505,5.295,12.565,53.945,11.1,3.51,wayah bald,5200,83,34,35,11
42436,"NA",101.965,20.62,14.045,6.67,5.2,13.525,60.22,11.12,3.05,wayah bald,5200,83,34,35,11
42437,"NA",105.415,19.705,15.32,8.105,5.795,14.615,60.415,13.095,3.995,wayah bald,5200,83,34,35,11
42438,"NA",95.82,19.155,12.31,6.52,4.455,11.965,55.735,9.605,3.69,wayah bald,5200,83,34,35,11
42439,"NA",89.58,17.655,12.8,5.67,4.57,12.255,52.585,9.86,2.895,wayah bald,5200,83,34,35,11
42440,"NA",78.38,16.305,10.72,4.825,3.495,10.15,43.945,7.815,2.56,wayah bald,5200,83,34,35,11
42441,"NA",77.315,16.45,11.27,5.445,3.635,10.655,43.155,9.545,2.725,wayah bald,5200,83,34,35,11
42444,"NA",72.585,15.575,10.325,5.05,3.69,9.84,41.76,7.785,3.19,wayah bald,5200,83,34,35,11
42445,"NA",85.405,17.69,12.015,5.585,4.285,11.35,47.65,8.655,3.34,wayah bald,5200,83,34,35,11
42446,"NA",84.46,18.195,11.83,5.99,4.365,11.55,48.735,8.69,3.185,wayah bald,5200,83,34,35,11
42447,"NA",80.92,17.605,11.775,5.52,3.985,11.36,44.605,8.965,2.65,wayah bald,5200,83,34,35,11
42448,"NA",95.86,19.935,12.775,6.63,5.105,11.805,53.425,9.745,3.54,wayah bald,5200,83,34,35,11
42449,"NA",93.17,18.095,12.57,5.855,4.645,11.955,54.945,10.38,2.99,wayah bald,5200,83,34,35,11
42450,"NA",104.5,21.835,13.99,6.655,5.21,13.285,58.535,10.85,3.445,wayah bald,5200,83,34,35,11
42453,"NA",69.38,13.775,9.245,4.42,3.445,8.945,40.13,6.535,2.23,wayah bald,5200,83,34,35,11
42454,"NA",102.525,20.965,14.09,6.735,5.25,13.35,59.375,10.36,3.77,wayah bald,5200,83,34,35,11
42455,"NA",68.275,14.725,9.625,4.46,3.33,9.515,39.15,6.715,2.465,wayah bald,5200,83,34,35,11
42456,"NA",73.165,15.325,10.28,5.27,3.73,9.77,42.26,7.475,2.65,wayah bald,5200,83,34,35,11
42696,PD,71.14,15.03,9.735,4.42,3.515,9.55,40.585,7.38,2.54,jocassee,difficult to figure out where this locality is,NA,NA,NA,NA
42697,PD,72.505,15.56,9.52,3.855,3.265,9.16,39.44,7.2,2.23,jocassee,(I think it's now under a manmade lake [and Brandon's landmarks]),NA,NA,NA,NA
42705,PD,70.815,14.97,9.2,4.305,3.515,9.095,38.925,7.935,2.845,clemson forest,800,82,51,34,45
42706,PD,81.185,16.14,10.145,5.27,4.025,9.63,45.92,9.1,2.425,clemson forest,800,82,51,34,45
42707,PD,79,15.31,10.18,4.945,2.91,9.755,45.585,8.8,3.2,clemson forest,800,82,51,34,45
42713,PD,82,16.855,10.455,5.435,4.13,10.17,46.04,9.53,3.31,clemson forest,800,82,51,34,45
42715,PD,78.055,15.27,9.935,5.415,3.73,9.745,45.53,8.425,2.76,clemson forest,800,82,51,34,45
42716,PD,70.665,15.24,10.28,5.115,4.275,10.125,40.23,7.93,2.825,clemson forest,800,82,51,34,45
42719,PD,77.555,15.285,10.805,5.58,3.36,10.13,44.575,7.78,3.19,clemson forest,800,82,51,34,45
42720,PD,74.775,15.015,10.02,4.68,3.695,9.875,42.765,8.04,3.6,clemson forest,800,82,51,34,45
42721,PD,75.5,15.585,9.915,5.29,4.115,9.805,43.62,8.165,3.53,clemson forest,800,82,51,34,45
42723,PD,76.25,14.965,9.785,4.76,4.365,9.495,43.605,7.775,3.155,clemson forest,800,82,51,34,45
42725,PD,77.515,15.235,10.215,4.73,4.275,9.96,45.745,7.745,2.595,clemson forest,800,82,51,34,45
42727,PD,72.54,14.185,9.575,4.26,3.42,9.415,43.26,7.76,2.885,clemson forest,800,82,51,34,45
42737,PD,82.73,16.26,10.4,5.275,3.925,10.065,50.435,8.575,3.115,clemson forest,800,82,51,34,45
42738,PD,73.515,14.935,9.495,4.41,3.515,9.7,42.035,7.45,3.015,clemson forest,800,82,51,34,45
42741,PD,71.485,13.98,9.715,4.26,3.26,9.47,40.25,7.74,2.545,clemson forest,800,82,51,34,45
42742,PD,79.315,15.585,10.175,5.06,3.565,9.85,45.805,7.925,3.125,clemson forest,800,82,51,34,45
42746,PD,75.54,14.295,9.47,4.36,3.315,9.11,44.67,7.895,3.255,clemson forest,800,82,51,34,45
