site,stat,tag,spp,year_2016,year_2017,year_2018,year_2019
6,A,550,TaxDis,44.37,44.4,44.7,45.07
6,A,551,TaxDis,48.2,48.3,48.42,48.85
6,A,552,TaxDis,56.52,56.82,57,57.45
6,A,553,TaxDis,11.28,11.51,11.91,12.21
6,A,555,TaxDis,38.68,39.2,39.5,39.5
6,A,674,TaxDis,70.85,71.55,71.57,71.6
6,A,917,TaxDis,17.56,17.6,17.65,17.75
6,A,918,TaxDis,24.5,25.55,26,26.18
6,A,923,TaxDis,14.71,15,15.09,15.1
6,B,503,AceRub,6.81,6.98,7.08,7.2
6,B,504,AceRub,4.3,4.38,4.38,4.4
6,B,510,AceRub,5.53,5.7,5.7,5.89
6,B,513,AceRub,18.03,18.12,18.22,18.22
6,B,540,AceRub,6.7,6.8,6.8,6.83
6,B,541,AceRub,6.14,6.15,6.16,6.2
6,B,546,AceRub,4.88,5.18,5.19,5.2
6,B,547,AceRub,4.86,5.02,5.1,5.15
6,B,548,AceRub,6.79,6.84,6.86,6.89
6,B,549,AceRub,5,5.1,5.15,5.15
6,B,906,AceRub,5.95,5.95,6,6
6,B,909,AceRub,7.84,7.94,8.1,8.15
6,B,910,AceRub,4.99,5.2,5.41,5.62
6,B,914,AceRub,4.41,4.45,4.51,4.51
6,B,488,NysAqu,40.29,40.33,40.41,40.62
6,B,502,NysAqu,29.68,29.7,29.8,30.3
6,B,506,NysAqu,9.24,9.33,9.39,9.81
6,B,508,NysAqu,32,32.1,32.1,32.41
6,B,509,NysAqu,27.21,27.28,27.3,27.35
6,B,511,NysAqu,31.78,32.24,32.34,32.4
6,B,543,NysAqu,26.73,26.73,26.73,26.73
6,B,545,NysAqu,10.57,10.62,10.68,10.75
6,B,615,NysAqu,29.21,29.24,29.28,29.34
6,B,616,NysAqu,34.72,35,35.1,35.1
6,B,618,NysAqu,13.71,13.8,14.01,14.9
6,B,619,NysAqu,37.1,37.25,37.35,37.5
6,B,620,NysAqu,16.24,16.24,16.24,16.24
6,B,622,NysAqu,38.38,38.42,38.48,38.55
6,B,623,NysAqu,36.12,36.15,36.18,36.23
6,B,901,NysAqu,48.68,48.78,48.88,49.22
6,B,902,NysAqu,12.03,12.11,11.5,11.99
6,B,904,NysAqu,33.21,33.41,33.53,33.8
6,B,908,NysAqu,26,26,26.12,26.13
6,B,911,NysAqu,20.05,20.18,20.24,20.32
6,B,912,NysAqu,33,33.12,33.2,33.34
6,B,501,TaxDis,66.95,67.33,67.48,68.5
6,B,505,TaxDis,41.87,42,42.2,42.45
6,B,507,TaxDis,25.15,25.15,25.18,25.21
6,B,512,TaxDis,28.11,28.57,29,29
6,B,542,TaxDis,51,51.02,51.09,51.38
6,B,544,TaxDis,56.78,57.1,58.39,57.5
6,B,617,TaxDis,85.21,85.5,85.75,85.85
6,B,905,TaxDis,31.96,32.38,32.71,33.04
6,B,907,TaxDis,53.15,53.25,53.98,54.12
6,B,913,TaxDis,49.7,50.15,50.3,50.68
7,A,398,AceRub,5.38,5.4,5.49,5.6
7,A,399,AceRub,4.9,5.09,5.24,5.4
7,A,524,AceRub,5.2,5.28,5.49,5.62
7,A,526,AceRub,9.48,9.65,9.7,9.73
7,A,527,AceRub,7.64,7.65,7.66,7.7
7,A,528,AceRub,10.37,10.37,10.37,10.37
7,A,530,AceRub,7.68,7.69,7.75,7.81
7,A,531,AceRub,4.4,4.43,4.6,4.6
7,A,532,AceRub,9.18,9.18,9.18,9.18
7,A,533,AceRub,5.64,5.65,5.7,5.8
7,A,534,AceRub,8.07,8.13,8.18,8.2
7,A,535,AceRub,5.84,5.84,5.84,5.84
7,A,536,AceRub,6.41,6.51,6.55,6.61
7,A,538,AceRub,14.6,15.08,15.28,15.3
7,A,557,AceRub,5.47,5.47,5.48,5.5
7,A,563,AceRub,8.63,8.64,8.71,8.88
7,A,564,AceRub,6.39,6.4,6.45,6.48
7,A,565,AceRub,4.24,4.3,4.42,4.51
7,A,566,AceRub,6.42,7.55,6.8,7.05
7,A,638,AceRub,6.72,6.73,6.75,6.81
7,A,640,AceRub,7.14,7.14,7.14,7.18
7,A,645,AceRub,7.35,7.42,7.46,7.52
7,A,646,AceRub,5.51,5.57,5.58,5.6
7,A,648,AceRub,3.82,3.9,3.94,3.98
7,A,649,AceRub,7.12,7.29,7.37,7.44
7,A,650,AceRub,6.68,7.3,7.6,7.85
7,A,651,AceRub,9.82,9.92,10,10.05
7,A,652,AceRub,13.99,15.2,15.34,15.49
7,A,653,AceRub,14.28,14.38,14.5,14.62
7,A,691,AceRub,6.78,6.79,6.8,7
7,A,701,AceRub,7.07,7.08,7.09,7.09
7,A,702,AceRub,5.19,5.21,5.29,5.29
7,A,703,AceRub,6.32,6.45,6.55,6.59
7,A,704,AceRub,6.04,6.3,6.26,6.31
7,A,823,AceRub,4.74,6.14,4.79,4.81
7,A,839,AceRub,5.01,5.03,5.05,5.07
7,A,926,AceRub,4.72,4.97,5.21,5.5
7,A,930,AceRub,9.35,9.4,9.45,9.54
7,A,933,AceRub,5.94,6,6.05,6.1
7,A,935,AceRub,5.4,5.42,5.42,5.42
7,A,936,AceRub,10.69,10.7,10.72,10.75
7,A,937,AceRub,7.29,7.33,7.33,7.39
7,A,938,AceRub,8.88,8.92,9,9.02
7,A,940,AceRub,14.89,14.91,15,15.08
7,A,942,AceRub,9.4,9.78,10,10.22
7,A,943,AceRub,6.81,6.87,6.95,7.1
7,A,944,AceRub,7.8,7.88,8.01,8.05
7,A,946,AceRub,8.58,8.58,8.58,8.7
7,A,947,AceRub,4.3,4.3,4.3,4.3
7,A,948,AceRub,6.3,6.42,6.45,6.47
7,A,949,AceRub,4.19,4.28,4.34,4.42
7,A,950,AceRub,7.38,7.4,7.45,7.5
7,A,1000,AceRub,4.59,4.59,4.59,4.59
7,A,568,CepOcc,5,5,5,5
7,A,927,CepOcc,7.84,8.1,8.2,8.4
7,A,824,FraCar,5.69,5.72,5.91,6
7,A,559,MorCer,6.12,6.6,6.82,7.15
7,A,558,NysAqu,9.01,9.2,9.35,9.5
7,A,561,NysAqu,23.22,23.29,23.43,23.75
7,A,641,NysAqu,30.68,31.2,31.41,31.72
7,A,654,NysAqu,39.19,39.25,39.3,39.38
7,A,826,NysAqu,14.38,14.66,14.71,14.8
7,A,945,NysAqu,37.7,37.8,38.18,38.4
7,A,525,TaxDis,35.47,35.85,36.39,36.85
7,A,529,TaxDis,4.2,4.5,4.8,5.1
7,A,537,TaxDis,54.97,55.6,55.89,56
7,A,560,TaxDis,57.89,58.35,58.81,59
7,A,562,TaxDis,32.6,32.7,32.85,33.1
7,A,567,TaxDis,15.11,15.56,15.72,16.2
7,A,642,TaxDis,20.49,20.92,21.34,21.42
7,A,643,TaxDis,53.73,54.47,54.57,54.76
7,A,644,TaxDis,59.68,60.04,60.39,60.59
7,A,647,TaxDis,38.27,38.78,38.98,39.29
7,A,928,TaxDis,37.45,37.52,37.59,37.71
7,A,929,TaxDis,21.33,21.5,21.5,21.6
7,A,931,TaxDis,44.86,45.93,46.5,46.78
7,A,932,TaxDis,30.61,31.02,31.26,31.5
7,A,934,TaxDis,48.78,48.95,49.41,50.02
7,A,941,TaxDis,36.28,36.38,36.48,36.79
7,A,951,TaxDis,45.28,46.01,46.52,47.12
7,B,412,AceRub,4.06,4.31,4.32,4.39
7,B,413,AceRub,5.11,5.15,5.2,5.2
7,B,414,AceRub,5.61,5.73,6,6.09
7,B,417,AceRub,8.49,8.51,8.6,8.7
7,B,421,AceRub,4.09,4.11,4.2,4.3
7,B,423,AceRub,4.57,4.6,4.6,4.6
7,B,429,AceRub,4.44,4.54,4.64,4.75
7,B,624,AceRub,6.27,6.28,6.35,6.41
7,B,626,AceRub,10,10,10.04,10.08
7,B,627,AceRub,4.71,4.82,4.89,4.89
7,B,628,AceRub,7.13,7.15,7.17,7.2
7,B,629,AceRub,5.5,5.59,5.59,5.59
7,B,635,AceRub,3.7,3.7,3.7,3.72
7,B,636,AceRub,5.16,5.18,5.22,5.25
7,B,637,AceRub,7.25,7.35,7.48,7.69
7,B,639,AceRub,5.81,6.11,6.12,6.18
7,B,659,AceRub,4.28,4.35,4.44,4.5
7,B,661,AceRub,10.46,10.46,10.46,10.68
7,B,665,AceRub,3.26,3.31,3.36,3.41
7,B,667,AceRub,3.98,4,4,4.02
7,B,668,AceRub,7.19,7.19,7.2,7.34
7,B,669,AceRub,5.89,5.89,5.89,5.91
7,B,706,AceRub,6.27,6.45,6.5,6.7
7,B,708,AceRub,10,10.02,10.05,10.08
7,B,709,AceRub,4.32,4.32,4.32,4.38
7,B,711,AceRub,6.48,6.5,6.7,6.8
7,B,712,AceRub,5.38,5.52,5.55,5.71
7,B,713,AceRub,6.2,6.21,6.21,6.26
7,B,715,AceRub,8.5,8.5,8.5,8.5
7,B,716,AceRub,4.08,4.1,4.1,4.1
7,B,717,AceRub,4.13,4.24,4.32,4.8
7,B,718,AceRub,5.35,5.39,5.39,5.39
7,B,721,AceRub,4.88,4.91,5,5
7,B,731,AceRub,4.28,4.3,4.3,4.62
7,B,847,AceRub,6.68,6.68,6.68,6.91
7,B,848,AceRub,4.3,4.3,4.3,4.48
7,B,849,AceRub,9.69,9.83,9.94,10.09
7,B,986,AceRub,3.75,3.75,3.75,3.75
7,B,990,AceRub,4.09,4.43,4.44,4.5
7,B,991,AceRub,3.81,3.89,3.9,3.94
7,B,997,AceRub,7.47,7.47,7.47,7.48
7,B,998,AceRub,6.1,6.19,6.25,6.28
7,B,999,AceRub,4.91,4.95,5,5.11
7,B,416,NysAqu,56.6,57.38,57.51,57.6
7,B,424,NysAqu,25.28,25.71,25.71,26.1
7,B,425,NysAqu,18.91,19.09,19.1,19.1
7,B,426,NysAqu,17.94,18,18.2,18.2
7,B,428,NysAqu,36.25,36.7,37,37.39
7,B,625,NysAqu,15.56,15.6,15.68,15.7
7,B,630,NysAqu,9.53,9.53,9.54,9.55
7,B,632,NysAqu,20.9,20.9,20.94,20.98
7,B,633,NysAqu,35.19,35.31,35.62,35.99
7,B,655,NysAqu,34.86,35.12,35.39,35.45
7,B,656,NysAqu,43.31,43.33,43.39,44
7,B,657,NysAqu,19.49,19.58,19.59,19.68
7,B,658,NysAqu,25.4,25.46,25.54,25.61
7,B,670,NysAqu,13.54,13.6,13.67,13.91
7,B,671,NysAqu,29.2,29.22,29.29,29.79
7,B,714,NysAqu,50.82,51,51.11,51.22
7,B,720,NysAqu,41.68,41.8,41.93,42.05
7,B,722,NysAqu,23.48,23.59,23.67,23.75
7,B,723,NysAqu,10.98,11,11.02,11.05
7,B,724,NysAqu,19.42,19.5,19.54,19.58
7,B,727,NysAqu,38.07,38.12,38.17,38.24
7,B,728,NysAqu,33.02,33.02,33.3,33.55
7,B,729,NysAqu,26.6,26.62,26.7,26.92
7,B,730,NysAqu,19.33,19.38,19.38,19.39
7,B,992,NysAqu,24.65,24.85,25,25.29
7,B,993,NysAqu,25.06,25.38,25.42,25.5
7,B,415,TaxDis,23.33,23.42,23.43,23.45
7,B,419,TaxDis,22.11,22.25,22.33,22.43
7,B,420,TaxDis,46.28,46.41,47.51,47.52
7,B,422,TaxDis,34.05,34.49,34.81,35.1
7,B,427,TaxDis,46.3,46.3,46.33,46.69
7,B,631,TaxDis,41.2,41.76,42.32,42.5
7,B,634,TaxDis,30.97,31.5,31.69,32
7,B,660,TaxDis,32.65,33.4,33.65,33.9
7,B,662,TaxDis,12.47,12.47,12.47,12.48
7,B,663,TaxDis,51,51.29,51.6,52.8
7,B,664,TaxDis,42.38,43.2,43.6,44
7,B,666,TaxDis,24.55,24.95,25.18,25.42
7,B,672,TaxDis,28.71,28.95,29.08,29.37
7,B,705,TaxDis,50.32,50.45,51.77,52
7,B,707,TaxDis,65.66,66.02,66.62,66.81
7,B,719,TaxDis,43.4,43.5,43.62,44.75
7,B,725,TaxDis,38.55,39.08,39.4,39.88
7,B,726,TaxDis,33.7,33.9,33.95,34
7,B,735,TaxDis,37.54,38.01,38.25,38.5
7,B,736,TaxDis,22.7,23,23.12,23.13
7,B,737,TaxDis,30.79,30.94,31.11,31.19
8,A,777,AceRub,4,4,4.02,4.15
8,A,779,AceRub,5.91,6,6.35,6.45
8,A,780,AceRub,4.5,4.5,4.55,4.6
8,A,781,AceRub,9.48,9.49,9.6,9.8
8,A,782,AceRub,6.4,6.5,6.55,6.59
8,A,783,AceRub,4.01,4.02,4.25,4.55
8,A,784,AceRub,4.15,4.25,4.5,4.6
8,A,1001,AceRub,4.48,4.54,4.7,4.8
8,A,1027,AceRub,5.72,5.93,6,6.09
8,A,1102,AceRub,11.24,11.24,11.24,11.24
8,A,1106,AceRub,7.92,7.93,7.97,8
8,A,786,NysAqu,17.38,17.38,17.38,17.49
8,A,787,NysAqu,44.49,45.55,45.79,46.22
8,A,1023,NysAqu,35.71,36.1,36.45,36.63
8,A,1024,NysAqu,55.09,55.19,55.5,55.7
8,A,1025,NysAqu,22.59,22.62,22.66,22.72
8,A,1026,NysAqu,20.92,21.35,21.42,21.6
8,A,772,TaxDis,52,52.43,52.61,52.81
8,A,778,TaxDis,37.3,38.58,39.45,40.1
8,A,785,TaxDis,64.38,64.94,65,65.12
8,A,788,TaxDis,39.68,40.15,40.4,40.65
8,A,952,TaxDis,11.29,11.32,11.33,14.38
8,A,954,TaxDis,48.88,49.56,49.8,50.05
8,A,955,TaxDis,81.14,81.24,81.53,81.7
8,A,956,TaxDis,19.27,19.79,20.1,20.29
8,A,957,TaxDis,51.92,52.8,53.05,53.05
8,A,960,TaxDis,4.9,5.23,5.8,6.1
8,A,961,TaxDis,51.7,51.7,51.7,51.7
8,A,976,TaxDis,10.74,11,11.34,11.52
8,A,1028,TaxDis,40.21,40.9,41.05,41.13
8,A,1029,TaxDis,72.85,73.2,73.3,73.41
8,A,1030,TaxDis,5.01,5.4,5.7,5.92
8,A,1101,TaxDis,55.9,57.5,58.19,58.85
8,B,1005,NysAqu,17.89,18.19,18.29,18.43
8,B,1006,NysAqu,25,25.03,25.1,25.21
8,B,1007,NysAqu,45.39,46,46.17,46.86
8,B,1008,NysAqu,5.62,5.77,5.77,5.78
8,B,1009,NysAqu,26.8,27.22,27.28,27.35
8,B,1010,NysAqu,24.74,25,25.14,25.28
8,B,1011,NysAqu,31.67,32.09,32.14,32.22
8,B,1012,NysAqu,16.72,16.79,16.79,16.8
8,B,1013,NysAqu,16.28,16.48,16.58,16.69
8,B,1014,NysAqu,13.99,14.04,14.04,14.04
8,B,1015,NysAqu,7.1,7.19,7.25,7.32
8,B,1016,NysAqu,9.51,9.69,9.72,9.77
8,B,1017,NysAqu,18.88,19.02,19.03,19.05
8,B,1018,NysAqu,4.03,4.05,4.11,4.2
8,B,1019,NysAqu,18.54,18.8,18.9,19
8,B,1032,NysAqu,27.25,27.25,27.25,27.25
8,B,1033,NysAqu,9.86,9.92,9.98,10
8,B,1034,NysAqu,19.52,19.69,19.73,19.85
8,B,1035,NysAqu,35.49,35.5,35.55,35.93
8,B,1036,NysAqu,31.9,32.18,32.3,32.43
8,B,1037,NysAqu,34.12,34.19,34.2,34.25
8,B,1038,NysAqu,20,20,20,20.06
8,B,1039,NysAqu,8.89,9.15,9.35,9.85
8,B,1040,NysAqu,7.01,7.31,7.44,7.6
8,B,1041,NysAqu,13.3,13.34,13.48,13.65
8,B,1042,NysAqu,21.98,22.09,22.2,22.45
8,B,1043,NysAqu,10.89,10.99,11,11.04
8,B,1044,NysAqu,31.2,31.5,31.8,31.95
8,B,1045,NysAqu,15.7,15.7,15.7,15.7
8,B,1046,NysAqu,19.61,19.73,19.74,19.75
8,B,1070,NysAqu,24.87,25.09,25.34,25.41
8,B,1103,NysAqu,48.46,49.14,49.4,49.75
8,B,1104,NysAqu,46.7,47,47.18,47.76
8,B,1107,NysAqu,41.95,42.6,43.3,43.5
8,B,1108,NysAqu,38.22,38.53,38.6,38.69
8,B,1109,NysAqu,35.39,35.99,36.1,36.2
8,B,1110,NysAqu,15.81,15.84,16.92,16
8,B,1112,NysAqu,30.6,30.92,31.2,31.24
8,B,1113,NysAqu,42.32,42.83,42.96,43.2
8,B,1115,NysAqu,6.98,6.98,6.98,6.99
8,B,1116,NysAqu,32.2,32.58,32.8,33.1
8,B,1118,NysAqu,23.89,23.96,24.03,24.11
8,B,1119,NysAqu,4.41,4.41,4.41,4.41
8,B,1120,NysAqu,60.8,61.08,61.1,61.11
8,B,1127,NysAqu,8.17,8.18,8.22,8.3
8,B,1134,NysAqu,31.11,31.39,31.6,31.9
8,B,1136,NysAqu,12.16,12.27,12.34,12.45
8,B,1137,NysAqu,32.91,33.18,33.61,33.68
8,B,1002,TaxDis,23.1,24.17,24.5,25.17
8,B,1003,TaxDis,16.09,16.27,16.49,16.7
8,B,1004,TaxDis,19.18,19.69,20.2,20.47
8,B,1031,TaxDis,66.19,66.91,67.14,67.21
8,B,1105,TaxDis,40.41,40.98,41.3,41.65
8,B,1111,TaxDis,5.95,6.45,6.75,7.05
